,FEDFUNDS,CPI_INFLATION,GS10,SP500_RETURN,VIX
1999-03-31,4.81,0.0006071645415908211,5.23,0.038060632258911854,23.260000228881836
1999-04-30,4.74,0.006674757281553312,5.18,0.03724185997213077,25.06999969482422
1999-05-31,4.74,0.0006027727546713546,5.54,-0.025287532336114905,25.38999938964844
1999-06-30,4.76,0.0,5.9,0.05300823759008801,21.09000015258789
1999-07-31,4.99,0.004216867469879482,5.79,-0.0325708089457425,24.63999938964844
1999-08-31,5.07,0.002399520095980767,5.94,-0.006273730443188987,24.450000762939453
1999-09-30,5.22,0.00418910831837227,5.92,-0.028967323421100265,25.40999984741211
1999-10-31,5.2,0.0017878426698449967,6.11,0.06066183660855315,22.200000762939453
1999-11-30,5.42,0.0017846519928614857,6.03,0.01888245796159326,24.18000030517578
1999-12-31,5.3,0.002375296912114022,6.28,0.05623277504510495,24.63999938964844
2000-01-31,5.45,0.002962085308056972,6.66,-0.05224485096542008,24.950000762939453
2000-02-29,5.73,0.0041346721795627595,6.52,-0.020313002436901425,23.3700008392334
2000-03-31,5.85,0.00588235294117645,6.26,0.09232375063667664,24.11000061035156
2000-04-30,6.02,-0.0005847953216373547,5.99,-0.03127991095339023,26.200000762939453
2000-05-31,6.27,0.0017554125219425565,6.44,-0.02215875239575553,23.649999618530273
2000-06-30,6.53,0.005841121495327117,6.1,0.023651631558432373,19.540000915527344
2000-07-31,6.54,0.0029036004645761615,6.05,-0.016476267193485265,20.739999771118164
2000-08-31,6.5,0.0,5.83,0.05892822369153254,16.84000015258789
2000-09-30,6.52,0.005211349160393786,5.8,-0.05496632087674741,20.56999969482422
2000-10-31,6.51,0.001728110599078514,5.74,-0.004961774691885913,23.6299991607666
2000-11-30,6.51,0.0017251293847038163,5.72,-0.08345618792359105,29.649999618530273
2000-12-31,6.4,0.0022962112514350874,5.24,0.004045252545684775,26.850000381469727
2001-01-31,5.98,0.00572737686139746,5.16,0.034050231409260966,22.020000457763672
2001-02-28,5.49,0.002277904328018332,5.1,-0.09683114482086731,28.350000381469727
2001-03-31,5.31,0.0005681818181817455,4.89,-0.06635853454793589,28.63999938964844
2001-04-30,4.8,0.0017035775127769437,5.14,0.07400701716559067,25.479999542236328
2001-05-31,4.21,0.005102040816326481,5.39,0.005077276192499077,22.63999938964844
2001-06-30,3.97,0.002256063169768563,5.28,-0.025354105491820707,19.059999465942383
2001-07-31,3.77,-0.0016882386043892694,5.24,-0.010798241319025235,21.6200008392334
2001-08-31,3.65,0.0,4.97,-0.06625562852916861,24.920000076293945
2001-09-30,3.07,0.003945885005636862,4.73,-0.08525663276941997,31.93000030517578
2001-10-31,2.49,-0.0028074115665356336,4.57,0.01793727226268294,33.560001373291016
2001-11-30,2.09,-0.0005630630630630851,4.65,0.07248427993671071,23.84000015258789
2001-12-31,1.82,-0.0005633802816901179,5.09,0.007545296609037892,23.799999237060547
2002-01-31,1.73,0.0016910935738443378,5.04,-0.015696378592795636,21.09000015258789
2002-02-28,1.74,0.0016882386043894915,4.91,-0.020984861119793335,21.59000015258789
2002-03-31,1.73,0.002808988764045006,5.28,0.036080106667215,17.399999618530273
2002-04-30,1.75,0.004481792717086819,5.21,-0.0633846547446828,21.90999984741211
2002-05-31,1.75,0.001115448968209698,5.16,-0.009122969376784574,19.979999542236328
2002-06-30,1.75,0.0005571030640667551,4.93,-0.07521434960317877,25.399999618530273
2002-07-31,1.73,0.00222717149220486,4.65,-0.08229988459363792,32.029998779296875
2002-08-31,1.74,0.002777777777777768,4.26,0.004869557741769333,32.63999938964844
2002-09-30,1.75,0.0016620498614958734,3.87,-0.11656114050838795,39.689998626708984
2002-10-31,1.75,0.0022123893805308104,3.94,0.08291439611915427,31.13999938964844
2002-11-30,1.34,0.0016556291390728006,4.05,0.05550057104349944,27.5
2002-12-31,1.24,0.0016528925619836432,4.03,-0.06222926619772058,28.6200008392334
2003-01-31,1.24,0.004400440044004306,4.05,-0.0277974877305516,31.170000076293945
2003-02-28,1.26,0.005476451259583737,3.9,-0.01714982949976613,29.6299991607666
2003-03-31,1.25,0.0016339869281045694,3.81,0.008322836592988462,29.149999618530273
2003-04-30,1.26,-0.0038064165307233333,3.96,0.07792734002637904,21.209999084472656
2003-05-31,1.26,-0.0016375545851528006,3.57,0.04964571199782595,19.469999313354492
2003-06-30,1.22,0.0010934937124111865,3.33,0.011258598140629074,19.520000457763672
2003-07-31,1.01,0.003276897870016393,3.98,0.016093504013478806,19.489999771118164
2003-08-31,1.03,0.004354926510615087,4.45,0.017715355943955013,18.6299991607666
2003-09-30,1.01,0.003252032520325132,4.27,-0.012016271671429112,22.719999313354492
2003-10-31,1.01,-0.0010804970286331095,4.29,0.05350426070312328,16.100000381469727
2003-11-30,1.0,0.0005408328826392861,4.3,0.007103216390662538,16.31999969482422
2003-12-31,0.98,0.002702702702702675,4.27,0.04951898497110497,18.309999465942383
2004-01-31,1.0,0.004312668463611891,4.15,0.017128847057714995,16.6299991607666
2004-02-29,1.01,0.0021470746108425143,4.08,0.01213504533610582,14.550000190734863
2004-03-31,1.0,0.002142474558114671,3.83,-0.016494204178642544,16.739999771118164
2004-04-30,1.0,0.0016034206306787535,4.35,-0.016933314713063943,17.190000534057617
2004-05-31,1.0,0.004268943436499306,4.72,0.012011028036095873,15.5
2004-06-30,1.03,0.0037194473963868546,4.73,0.017829111362111554,14.34000015258789
2004-07-31,1.26,0.001058761249338236,4.5,-0.03489223484716681,15.31999969482422
2004-08-31,1.43,0.0005288207297726721,4.28,0.0022847383199045748,15.289999961853027
2004-09-30,1.61,0.003171247357294016,4.13,0.009320306218269942,13.34000015258789
2004-10-31,1.76,0.005268703898840821,4.1,0.013916952102817836,16.270000457763672
2004-11-30,1.93,0.004716981132075304,4.19,0.037868776906828334,13.239999771118164
2004-12-31,2.16,0.0,4.23,0.03194257321148287,13.289999961853027
2005-01-31,2.28,-0.0005216484089722861,4.22,-0.02561576769530585,12.81999969482422
2005-02-28,2.5,0.0041753653444676075,4.17,0.018726898056026692,12.079999923706056
2005-03-31,2.63,0.0036382536382535413,4.5,-0.019302760921690573,14.020000457763672
2005-04-30,2.79,0.0031071983428274663,4.34,-0.020313511500222595,15.3100004196167
2005-05-31,3.0,-0.0005162622612286949,4.14,0.029512244489019596,13.289999961853027
2005-06-30,3.04,0.0005165289256197081,4.0,-0.00014272436450534957,12.039999961853027
2005-07-31,3.26,0.006195147134744561,4.18,0.03533653227186871,11.56999969482422
2005-08-31,3.5,0.0061570035915854415,4.26,-0.011285547502899257,12.600000381469728
2005-09-30,3.62,0.013768485466598701,4.2,0.006924991121193389,11.920000076293944
2005-10-31,3.78,0.0015090543259557165,4.46,-0.017900033906343305,15.31999969482422
2005-11-30,4.0,-0.0050226017076845375,4.54,0.0345812139547286,12.0600004196167
2005-12-31,4.16,0.0,4.47,-0.0009528030899304152,12.06999969482422
2006-01-31,4.29,0.006057546693589266,4.42,0.025147895607579913,12.949999809265137
2006-02-28,4.49,0.0005017561465128217,4.57,0.00045305508340120506,12.34000015258789
2006-03-31,4.59,0.0015045135406217547,4.72,0.011034703509449961,11.390000343322754
2006-04-30,4.79,0.005007511266900355,4.99,0.012082366269225648,11.59000015258789
2006-05-31,4.94,0.002989536621823774,5.11,-0.0314049293203158,16.440000534057617
2006-06-30,4.99,0.0024838549428713996,5.11,8.659275533511337e-05,13.079999923706056
2006-07-31,5.24,0.005450941526263575,5.09,0.005072989405988439,14.949999809265137
2006-08-31,5.25,0.004435682602267121,4.88,0.021051056620195078,12.3100004196167
2006-09-30,5.25,-0.004906771344455385,4.72,0.024269399114309694,11.979999542236328
2006-10-31,5.25,-0.004437869822485285,4.73,0.031021812670560825,11.100000381469728
2006-11-30,5.25,0.0004952947003467045,4.6,0.016332551131230073,10.90999984741211
2006-12-31,5.24,0.00544554455445545,4.56,0.012536866857911234,11.5600004196167
2007-01-31,5.25,0.001659281142294633,4.76,0.013961131307325757,10.420000076293944
2007-02-28,5.26,0.003878350545869269,4.72,-0.022088337053376834,15.420000076293944
2007-03-31,5.26,0.005200121434097538,4.56,0.009930511784698804,14.640000343322754
2007-04-30,5.25,0.003000662483924943,4.69,0.04237984325323969,14.220000267028809
2007-05-31,5.25,0.004132994016629032,4.75,0.03203072385189615,13.050000190734863
2007-06-30,5.25,0.0023167517109623503,5.1,-0.017976943869676052,16.229999542236328
2007-07-31,5.26,0.0017805958481715844,5.0,-0.03250447118036484,23.520000457763672
2007-08-31,5.02,0.00030828070885302594,4.67,0.012781539018930576,23.3799991607666
2007-09-30,4.94,0.0042375533907650365,4.52,0.03516829026279035,18.0
2007-10-31,4.76,0.0030832378312801723,4.53,0.014713560940170525,18.530000686645508
2007-11-30,4.49,0.007858884267890387,4.15,-0.04504278263090341,22.8700008392334
2007-12-31,4.24,0.002898014551732553,4.1,-0.008665949670829879,22.5
2008-01-31,3.94,0.003447705076970342,3.74,-0.0631138642063085,26.200000762939453
2008-02-29,2.98,0.0024178268779397882,3.74,-0.03537973959244805,26.540000915527344
2008-03-31,2.61,0.003578027806118822,3.51,-0.0059774528264186924,25.61000061035156
2008-04-30,2.28,0.002314381020201539,3.68,0.04645095190758541,20.790000915527344
2008-05-31,1.98,0.0059174916566171465,3.88,0.010617614807393634,17.829999923706055
2008-06-30,2.0,0.0104782350098509,4.1,-0.08988355391782211,23.950000762939453
2008-07-31,2.01,0.007141444751521009,4.01,-0.009908296633774068,22.940000534057617
2008-08-31,2.0,-0.0014884757278006422,3.89,0.012116759351493936,20.649999618530273
2008-09-30,1.81,0.0008550916822900323,3.69,-0.09518076507694331,39.38999938964844
2008-10-31,0.97,-0.008598436564828615,3.81,-0.1856364738868827,59.88999938964844
2008-11-30,0.39,-0.017705477084725474,3.53,-0.0777983573133054,55.279998779296875
2008-12-31,0.16,-0.008233522399403226,2.42,0.0077911466734982004,40.0
2009-01-31,0.15,0.0025307713412614508,2.52,-0.08954987959881684,44.84000015258789
2009-02-28,0.22,0.003642660652187324,2.87,-0.11645651319919006,46.349998474121094
2009-03-31,0.18,-0.000987282856538485,2.82,0.08195269356125574,44.13999938964844
2009-04-30,0.15,0.0010070825195886979,2.93,0.08977221824359974,36.5
2009-05-31,0.18,0.0014714939189219844,3.29,0.051720577155174065,28.920000076293945
2009-06-30,0.21,0.008299612246622345,3.72,0.00019580809395360792,26.350000381469727
2009-07-31,0.16,-0.00029796545463012247,3.56,0.07152194934301422,25.920000076293945
2009-08-31,0.16,0.0033484533777929926,3.59,0.03300933634285532,26.010000228881836
2009-09-30,0.15,0.0019308872334005134,3.4,0.03510006736774632,25.61000061035156
2009-10-31,0.12,0.003001931798703783,3.39,-0.01995988019711955,30.690000534057617
2009-11-30,0.12,0.0033485905897676638,3.4,0.055779076586737225,24.510000228881836
2009-12-31,0.12,0.0005201763996427466,3.59,0.017614520350300044,21.68000030517578
2010-01-31,0.11,0.0006487322116246474,3.73,-0.0376751237121947,24.6200008392334
2010-02-28,0.13,-0.0009517766497462166,3.69,0.028114739741840464,19.5
2010-03-31,0.16,0.00033136813619227823,3.73,0.0571328154163926,17.59000015258789
2010-04-30,0.2,0.00023004053314190642,3.85,0.014651373006918428,22.049999237060547
2010-05-31,0.2,-0.0005197720362644098,3.42,-0.08553157288349063,32.06999969482422
2010-06-30,0.18,-0.00041879515854381655,3.2,-0.055388449405503734,34.540000915527344
2010-07-31,0.18,0.0018692535416828804,3.01,0.066515799010857,23.5
2010-08-31,0.19,0.0014613634796996067,2.7,-0.048611822887418846,26.049999237060547
2010-09-30,0.19,0.001615249422961318,2.65,0.08392847418803404,23.700000762939453
2010-10-31,0.19,0.00348184629481163,2.54,0.03619305175049079,21.200000762939453
2010-11-30,0.19,0.0025338416234848005,2.76,-0.0022928763797244473,23.540000915527344
2010-12-31,0.18,0.004016576346828282,3.29,0.06325648750899807,17.75
2011-01-31,0.17,0.003243042200370194,3.39,0.022392969812412192,19.530000686645508
2011-02-28,0.16,0.00321447463006419,3.58,0.03145657676282469,18.350000381469727
2011-03-31,0.14,0.0051735482068338,3.41,-0.0010478617545838823,17.739999771118164
2011-04-30,0.1,0.0046940989750992035,3.46,0.028096938770245248,14.75
2011-05-31,0.09,0.003181714734507679,3.17,-0.013592919455284002,15.449999809265137
2011-06-30,0.09,0.0,3.0,-0.018426185911932576,16.520000457763672
2011-07-31,0.07,0.0026200368317570444,3.0,-0.02170835585666382,25.25
2011-08-31,0.1,0.003154462166418792,2.3,-0.05846750227195686,31.6200008392334
2011-09-30,0.08,0.0021715478580843772,1.98,-0.0744671007197857,42.959999084472656
2011-10-31,0.07,0.0006752075270193281,2.15,0.10230659176938868,29.959999084472656
2011-11-30,0.08,0.0018478500551268873,2.01,-0.005071553722512535,27.799999237060547
2011-12-31,0.07,0.00023770849015480877,1.98,0.008496565407114517,23.399999618530273
2012-01-31,0.08,0.0027241960540966836,1.97,0.042660044467807356,19.440000534057617
2012-02-29,0.1,0.002137446124946152,1.97,0.03978734467204456,18.43000030517578
2012-03-31,0.13,0.002093470387029228,2.17,0.03085147563299614,15.5
2012-04-30,0.14,0.0016607883500068255,2.05,-0.007525699544988767,17.149999618530273
2012-05-31,0.16,-0.002068180132381081,1.8,-0.06469930815862472,24.059999465942383
2012-06-30,0.16,-0.0008263631713106845,1.62,0.03879271987369995,17.079999923706055
2012-07-31,0.16,0.0002888099280600187,1.53,0.01251888494028272,18.93000030517578
2012-08-31,0.13,0.00580952797585188,1.68,0.01957060970187109,17.469999313354492
2012-09-30,0.14,0.004771266277542319,1.72,0.023947118796254597,15.729999542236328
2012-10-31,0.16,0.0026967945804385884,1.75,-0.019987842358050206,18.600000381469727
2012-11-30,0.16,-0.0016793444944266378,1.65,0.0028426724604567314,15.869999885559082
2012-12-31,0.16,-0.00012108160467716456,1.72,0.0070433681007134085,18.020000457763672
2013-01-31,0.14,0.001980788942180789,1.91,0.04919779199874611,14.279999732971191
2013-02-28,0.15,0.005429926752100966,1.98,0.010999927126354463,15.510000228881836
2013-03-31,0.14,-0.0028119191025899326,1.96,0.035355294329704884,12.699999809265137
2013-04-30,0.15,-0.002087979266581219,1.76,0.017924165836652507,13.520000457763672
2013-05-31,0.11,0.00041415548950163306,1.93,0.020550202383511563,16.299999237060547
2013-06-30,0.09,0.002380408205508555,2.3,-0.015112928770280075,16.860000610351562
2013-07-31,0.09,0.001957452300544338,2.58,0.04827772805178804,13.449999809265137
2013-08-31,0.08,0.0023872906826962748,2.74,-0.03179826803794541,17.010000228881836
2013-09-30,0.08,0.00037694469193350066,2.81,0.02931559136642498,16.600000381469727
2013-10-31,0.09,0.000535231048539142,2.62,0.04362997111283392,13.75
2013-11-30,0.08,0.0018444894273523804,2.72,0.02766328977323541,13.699999809265137
2013-12-31,0.09,0.0026441691584793148,2.9,0.0232894744820535,13.720000267028809
2014-01-31,0.07,0.0024241752904536895,2.86,-0.0362314077760193,18.40999984741211
2014-02-28,0.07,0.0011007786202441583,2.71,0.042213375072275613,14.0
2014-03-31,0.08,0.00204205530106516,2.72,0.006908248426944213,13.880000114440918
2014-04-30,0.09,0.0018641856050976013,2.71,0.0061816433655846855,13.40999984741211
2014-05-31,0.09,0.0019030059035471947,2.56,0.020812196013358243,11.399999618530272
2014-06-30,0.1,0.001321132206079767,2.6,0.018878996713560546,11.56999969482422
2014-07-31,0.09,0.001125485286492811,2.54,-0.01519468763799153,16.950000762939453
2014-08-31,0.09,-0.00016000134737970129,2.42,0.03696364440798924,12.09000015258789
2014-09-30,0.09,7.159100480080838e-05,2.53,-0.01563543610528987,16.309999465942383
2014-10-31,0.09,-0.00019791390324119806,2.3,0.022936398829564386,14.029999732971191
2014-11-30,0.09,-0.0018826601524659647,2.33,0.024237473563306713,13.329999923706056
2014-12-31,0.12,-0.0030846094445592387,2.21,-0.004197384221126008,19.200000762939453
2015-01-31,0.11,-0.0063703164417655556,1.88,-0.031532779266425476,20.969999313354492
2015-02-28,0.11,0.0025346436802173855,1.98,0.053438876325627216,13.34000015258789
2015-03-31,0.11,0.0026939517808124425,2.04,-0.017549197433963104,15.289999961853027
2015-04-30,0.12,0.0010424788961589382,1.94,0.008484722544635536,14.550000190734863
2015-05-31,0.12,0.003297745341246827,2.2,0.010436729675336851,13.84000015258789
2015-06-30,0.13,0.0027679208104607333,2.36,-0.021235558871758677,18.229999542236328
2015-07-31,0.13,0.0015863197801873063,2.32,0.019549682990019603,12.119999885559082
2015-08-31,0.14,-4.20108051790713e-06,2.17,-0.06462473099312395,28.43000030517578
2015-09-30,0.14,-0.002247587519377592,2.17,-0.02679873096346286,24.5
2015-10-31,0.12,0.0009894820166906904,2.07,0.07971937954339872,15.06999969482422
2015-11-30,0.12,0.0011946174910508756,2.26,0.0005047417068051869,16.1299991607666
2015-12-31,0.24,-0.0010755534268560574,2.24,-0.01768565839025723,18.209999084472656
2016-01-31,0.34,-0.0004584435630738959,2.09,-0.052067617305496784,20.200000762939453
2016-02-29,0.38,-0.0013296753235823022,1.78,-0.00413690551499243,20.549999237060547
2016-03-31,0.36,0.0031347962382444194,1.89,0.06390499028682897,13.949999809265137
2016-04-30,0.37,0.0038306451612901693,1.81,0.0026957614511553935,15.699999809265137
2016-05-31,0.37,0.0023640958693178504,1.81,0.015208366810523843,14.1899995803833
2016-06-30,0.38,0.002775957287827202,1.64,0.0009105066031534965,15.630000114440918
2016-07-31,0.39,-0.0005037007434789409,1.5,0.03499043269105408,11.869999885559082
2016-08-31,0.4,0.0018492217858316895,1.56,-0.0012199867803522136,13.420000076293944
2016-09-30,0.4,0.0026232097944252075,1.63,-0.0012352137017536324,13.289999961853027
2016-10-31,0.4,0.0023426874979268764,1.76,-0.019616837043472765,17.059999465942383
2016-11-30,0.41,0.0011789477167711837,2.14,0.033603545044434316,13.329999923706056
2016-12-31,0.54,0.002524522158776188,2.49,0.01803711129927909,14.039999961853027
2017-01-31,0.65,0.004043076694815628,2.43,0.017726314621062854,11.989999771118164
2017-02-28,0.66,0.0015926573570097524,2.42,0.03652300073827695,12.920000076293944
2017-03-31,0.79,-0.00046720162618951733,2.48,-0.00038927289213133893,12.369999885559082
2017-04-30,0.9,0.001234152821740775,2.3,0.0090501324781982,10.81999969482422
2017-05-31,0.91,-0.0007739779600562935,2.3,0.011509759110980618,10.40999984741211
2017-06-30,1.04,0.0006516286618252209,2.19,0.004802226040503879,11.18000030517578
2017-07-31,1.15,0.0003276499715354486,2.32,0.01916401754710087,10.260000228881836
2017-08-31,1.16,0.0038486261632881824,2.21,0.0005462837796946754,10.59000015258789
2017-09-30,1.15,0.005106389920997767,2.2,0.01911903935235539,9.510000228881836
2017-10-31,1.15,0.0007750522450138408,2.36,0.021945560031841664,10.18000030517578
